IMG,EQUATION
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mo> + </mo>  <mo> &#x222B </mo>  <msup>  <mi> d </mi>  <mrow>  <mi> D </mi>  </mrow>  </msup>  <msub>  <mi> z </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <msup>  <mi> d </mi>  <mrow>  <mi> D </mi>  </mrow>  </msup>  <msub>  <mi> z </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <msup>  <mi> d </mi>  <mrow>  <mi> D </mi>  </mrow>  </msup>  <msub>  <mi> z </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msub>  <mrow>  <mo>  </mo>  <mfrac>  <mrow>  <msup>  <mi> &#x03B4 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> W </mi>  </mrow>  <mrow>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <mo> ) </mo>  </mrow>  </mfrac>  <mfrac>  <mrow>  <msup>  <mi> &#x03B4 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> W </mi>  </mrow>  <mrow>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <mo> ) </mo>  </mrow>  </mfrac>  <mfrac>  <mrow>  <msup>  <mi> &#x03B4 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> W </mi>  </mrow>  <mrow>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mi> &#x03B4 </mi>  <mi> j </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msub>  <mo> ) </mo>  </mrow>  </mfrac>  <mfrac>  <mrow>  <msup>  <mi> &#x03B4 </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msup>  <mi> &#x0393 </mi>  </mrow>  <mrow>  <mi> &#x03B4 </mi>  <mi> &#x03A6 </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <mo> ) </mo>  <mi> &#x03B4 </mi>  <mi> &#x03A6 </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <mo> ) </mo>  <mi> &#x03B4 </mi>  <mi> &#x03A6 </mi>  <mo> ( </mo>  <msub>  <mi> z </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msub>  <mo> ) </mo>  </mrow>  </mfrac>  <mo> ] </mo>  </mrow>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mi> s </mi>  <mo> = </mo>  <mrow>  <mfrac>  <mi> S </mi>  <mi> V </mi>  </mfrac>  </mrow>  <mo> = </mo>  <mrow>  <mfrac>  <msub>  <mi> A </mi>  <mrow>  <mi> H </mi>  </mrow>  </msub>  <mrow>  <msubsup>  <mi> l </mi>  <mrow>  <mi> p </mi>  </mrow>  <mrow>  <mn> 8 </mn>  </mrow>  </msubsup>  <mi> V </mi>  </mrow>  </mfrac>  </mrow>  <mo> = </mo>  <mrow>  <mfrac>  <msup>  <mi> T </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> &#x03B3 </mi>  </mfrac>  </mrow>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mrow>  <mo> | </mo>  </mrow>  <mn> 0 </mn>  <mo> ( </mo>  <mi> t </mi>  <mo> ) </mo>  <msub>  <mo> &#x27E9 </mo>  <mrow>  <mi> e </mi>  <mo> , </mo>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> &#x2261 </mo>  <msubsup>  <mi> G </mi>  <mrow>  <mi> &#x03B8 </mi>  </mrow>  <mrow>  <mo> &#x2212 </mo>  <mn> 1 </mn>  </mrow>  </msubsup>  <mo> ( </mo>  <mi> t </mi>  <mo> ) </mo>  <mrow>  <mo> | </mo>  </mrow>  <mn> 0 </mn>  <msub>  <mo> &#x27E9 </mo>  <mrow>  <mn> 1 </mn>  <mo> , </mo>  <mn> 2 </mn>  </mrow>  </msub>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mi> &#x03C8 </mi>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mo> = </mo>  <mo> &#x2212 </mo>  <mn> 2 </mn>  <mi> &#x03D5 </mi>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mo> + </mo>  <mn> 2 </mn>  <mi> &#x03D5 </mi>  <mo> ( </mo>  <mi> L </mi>  <mo> ) </mo>  <mo> + </mo>  <mi> c </mi>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msup>  <mi> b </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mi> I </mi>  <mo> = </mo>  <mn> 2 </mn>  <mi> l </mi>  <mi> e </mi>  <mi> f </mi>  <mi> t </mi>  <mo> ( </mo>  <mrow>  <mi> a </mi>  <mi> l </mi>  <mi> p </mi>  <mi> h </mi>  <mi> a </mi>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mi> s </mi>  <mi> i </mi>  <mi> n </mi>  <msup>  <mi> h </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> A </mi>  <mo> + </mo>  <mi> s </mi>  <mi> i </mi>  <msup>  <mi> n </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mrow>  <mi> g </mi>  <mi> a </mi>  <mi> m </mi>  <mi> m </mi>  <mi> a </mi>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mn> 2 </mn>  </mrow>  </mrow>  <mo> &#x2212 </mo>  <mrow>  <mi> s </mi>  <mi> i </mi>  <mi> n </mi>  <mi> h </mi>  <mrow>  <mn> 2 </mn>  <mi> A </mi>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mi> a </mi>  <mi> l </mi>  <mi> p </mi>  <mi> h </mi>  <mi> a </mi>  </mrow>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mi> s </mi>  <mi> i </mi>  <mi> n </mi>  <mi> h </mi>  <mrow>  <mn> 2 </mn>  <mi> A </mi>  </mrow>  </mrow>  <mrow>  <mn> 1 </mn>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mo> ( </mo>  <mi> s </mi>  <mi> i </mi>  <mi> n </mi>  <msup>  <mi> h </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mrow>  <mi> A </mi>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mi> a </mi>  <mi> l </mi>  <mi> p </mi>  <mi> h </mi>  <mi> a </mi>  </mrow>  <mo> + </mo>  <mi> s </mi>  <mi> i </mi>  <msup>  <mi> n </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mrow>  <mo> [ </mo>  <mi> g </mi>  <mi> a </mi>  <mi> m </mi>  <mi> m </mi>  <mi> a </mi>  <mo> ] </mo>  <mi> o </mi>  <mi> v </mi>  <mi> e </mi>  <mi> r </mi>  <mn> 2 </mn>  <mi> a </mi>  <mi> l </mi>  <mi> p </mi>  <mi> h </mi>  <mi> a </mi>  </mrow>  <mo> ) </mo>  </mrow>  <mi> r </mi>  <mi> i </mi>  <mi> g </mi>  <mi> h </mi>  <mi> t </mi>  <mo> ) </mo>  <mo> . </mo>  <msup>  <mi> n </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msup>  <mi> e </mi>  <mrow>  <mi> A </mi>  </mrow>  </msup>  <mo> = </mo>  <msup>  <mi> e </mi>  <mrow>  <msub>  <mi> A </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  </mrow>  </msup>  <msup>  <mrow>  <mo> ( </mo>  <msub>  <mi> t </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <mo> &#x2212 </mo>  <mrow>  <mi> s </mi>  <mi> i </mi>  <mi> g </mi>  <mi> n </mi>  </mrow>  <mo> ( </mo>  <mi> m </mi>  <mo> ) </mo>  <mi> t </mi>  <mo> ) </mo>  </mrow>  <mrow>  <mo> &#x2212 </mo>  <mfrac>  <mi> m </mi>  <mn> 2 </mn>  </mfrac>  </mrow>  </msup>  <mo> , </mo>  <mi> &#x03C7 </mi>  <mo> = </mo>  <msub>  <mi> &#x03C7 </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <msup>  <mrow>  <mo> ( </mo>  <msub>  <mi> t </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <mo> &#x2212 </mo>  <mrow>  <mi> s </mi>  <mi> i </mi>  <mi> g </mi>  <mi> n </mi>  </mrow>  <mo> ( </mo>  <mi> m </mi>  <mo> ) </mo>  <mi> t </mi>  <mo> ) </mo>  </mrow>  <mrow>  <mi> m </mi>  </mrow>  </msup>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> E </mi>  <mrow>  <mrow>  <mi> q </mi>  <mi> u </mi>  <mi> a </mi>  <mi> s </mi>  <mi> i </mi>  <mi> l </mi>  <mi> o </mi>  <mi> c </mi>  <mi> a </mi>  <mi> l </mi>  </mrow>  </mrow>  </msub>  <mo> = </mo>  <msub>  <mi> E </mi>  <mrow>  <mo> + </mo>  </mrow>  </msub>  <mo> &#x2212 </mo>  <msub>  <mi> E </mi>  <mrow>  <mo> &#x2212 </mo>  </mrow>  </msub>  <mo> = </mo>  <msub>  <mrow>  <mo> ( </mo>  <mi> r </mi>  <mrow>  <mo> [ </mo>  <mn> 1 </mn>  <mo> &#x2212 </mo>  <mrow>  <mo> | </mo>  <mi> r </mi>  <msub>  <mo> , </mo>  <mrow>  <mi> y </mi>  </mrow>  </msub>  <mo> | </mo>  </mrow>  <mo> ] </mo>  </mrow>  <mo> ) </mo>  </mrow>  <mrow>  <mi> y </mi>  <mo> = </mo>  <msub>  <mi> y </mi>  <mrow>  <mo> + </mo>  </mrow>  </msub>  </mrow>  </msub>  <mo> &#x2212 </mo>  <msub>  <mrow>  <mo> ( </mo>  <mi> r </mi>  <mrow>  <mo> [ </mo>  <mn> 1 </mn>  <mo> &#x2212 </mo>  <mrow>  <mo> | </mo>  <mi> r </mi>  <msub>  <mo> , </mo>  <mrow>  <mi> y </mi>  </mrow>  </msub>  <mo> | </mo>  </mrow>  <mo> ] </mo>  </mrow>  <mo> ) </mo>  </mrow>  <mrow>  <mi> y </mi>  <mo> = </mo>  <msub>  <mi> y </mi>  <mrow>  <mo> &#x2212 </mo>  </mrow>  </msub>  </mrow>  </msub>  <mo> . </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mi> C </mi>  <mo> ( </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> , </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> ) </mo>  <mo> = </mo>  <mi> C </mi>  <mi> &#x03A6 </mi>  <mo> ( </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> , </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> ) </mo>  <mo> , </mo>  <mi> &#x03A6 </mi>  <mo> ( </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> , </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> ) </mo>  <mo> = </mo>  <mi> e x p </mi>  <mo> &#x2061 </mo>  <mrow>  <mo> [ </mo>  <mo> &#x2212 </mo>  <mi> i </mi>  <mi> e </mi>  <msubsup>  <mo> &#x222B </mo>  <mrow>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  <mi> &#x2032 </mi>  </mrow>  </msup>  </mrow>  <mrow>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  </mrow>  </msubsup>  <mi> d </mi>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msup>  <msub>  <mi> A </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> x </mi>  <mo> ) </mo>  <mo> ] </mo>  </mrow>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msubsup>  <mi> &#x0393 </mi>  <mrow>  <mi> i </mi>  <mi> j </mi>  </mrow>  <mrow>  <mi> k </mi>  </mrow>  </msubsup>  <mo> = </mo>  <mo> ( </mo>  <msub>  <mi> &#x2202 </mi>  <mrow>  <mi> i </mi>  </mrow>  </msub>  <msub>  <mi> G </mi>  <mrow>  <mi> j </mi>  <mrow>  <mrow>  <mover>  <mi> l </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  </mrow>  </mrow>  </msub>  <mo> ) </mo>  <msup>  <mi> G </mi>  <mrow>  <mrow>  <mrow>  <mover>  <mi> l </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  </mrow>  <mi> k </mi>  </mrow>  </msup>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> T </mi>  <mrow>  <mrow>  <mi> G </mi>  </mrow>  </mrow>  </msub>  <mo> ( </mo>  <mo> &#x2212 </mo>  <mi> t </mi>  <mo> , </mo>  <mo> &#x2212 </mo>  <msup>  <mi> t </mi>  <mrow>  <mo> &#x2212 </mo>  <mn> 1 </mn>  </mrow>  </msup>  <mo> ) </mo>  <mo> = </mo>  <mo> &#x2211 </mo>  <msup>  <mi> x </mi>  <mrow>  <mi> i </mi>  <mo> ( </mo>  <mi> B </mi>  <mo> ) </mo>  </mrow>  </msup>  <msup>  <mi> x </mi>  <mrow>  <mo> &#x2212 </mo>  <mi> e </mi>  <mo> ( </mo>  <mi> B </mi>  <mo> ) </mo>  </mrow>  </msup>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mo> &#x27E8 </mo>  <msub>  <mi> T </mi>  <mrow>  <mi> z </mi>  <mi> z </mi>  </mrow>  </msub>  <mo> &#x27E9 </mo>  <mo> = </mo>  <mo> &#x2212 </mo>  <mn> 3 </mn>  <mo> &#x00D7 </mo>  <mfrac>  <msup>  <mi> &#x03C0 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mrow>  <mn> 1 </mn>  <mn> 4 </mn>  <mn> 4 </mn>  <mn> 0 </mn>  <msup>  <mi> a </mi>  <mrow>  <mn> 4 </mn>  </mrow>  </msup>  </mrow>  </mfrac>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msup>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mi> d </mi>  <msup>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mi> H </mi>  <mo> = </mo>  <mi> &#x03BA </mi>  <msup>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mi> d </mi>  <mi> &#x03D5 </mi>  <mo> = </mo>  <msub>  <mi> J </mi>  <mrow>  <mi> B </mi>  </mrow>  </msub>  <mo> . </mo>  </math> <eos>
